,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,fecha,sensor,valor
33,33.0,33.0,33.0,01.01.2009 05:40:00,densidad,1318.81
34,34.0,34.0,34.0,01.01.2009 05:50:00,temperatura,-9.51
35,35.0,35.0,35.0,01.01.2009 05:50:00,densidad,1316.77
36,36.0,36.0,36.0,01.01.2009 06:00:00,temperatura,-9.67
37,37.0,37.0,37.0,01.01.2009 06:00:00,densidad,1317.71
38,38.0,38.0,38.0,01.01.2009 06:10:00,temperatura,-9.59
39,39.0,39.0,39.0,01.01.2009 06:10:00,densidad,1317.44
40,40.0,40.0,40.0,01.01.2009 06:20:00,temperatura,-9.15
41,41.0,41.0,41.0,01.01.2009 06:20:00,densidad,1315.26
42,42.0,42.0,42.0,01.01.2009 06:30:00,temperatura,-8.91
43,43.0,43.0,43.0,01.01.2009 06:30:00,densidad,1314.23
44,44.0,44.0,44.0,01.01.2009 06:40:00,temperatura,-9.04
45,45.0,45.0,45.0,01.01.2009 06:40:00,densidad,1315.09
46,46.0,46.0,46.0,01.01.2009 06:50:00,temperatura,-9.43
47,47.0,47.0,47.0,01.01.2009 06:50:00,densidad,1317.18
48,48.0,48.0,48.0,01.01.2009 07:00:00,temperatura,-9.17
49,49.0,49.0,49.0,01.01.2009 07:00:00,densidad,1315.98
50,50.0,50.0,50.0,01.01.2009 07:10:00,temperatura,-8.71
51,51.0,51.0,51.0,01.01.2009 07:10:00,densidad,1313.87
52,52.0,52.0,52.0,01.01.2009 07:20:00,temperatura,-8.55
53,53.0,53.0,53.0,01.01.2009 07:20:00,densidad,1313.17
54,54.0,54.0,54.0,01.01.2009 07:30:00,temperatura,-8.4
55,55.0,55.0,55.0,01.01.2009 07:30:00,densidad,1312.67
56,56.0,56.0,56.0,01.01.2009 07:40:00,temperatura,-8.3
57,57.0,57.0,57.0,01.01.2009 07:40:00,densidad,1312.25
58,58.0,58.0,58.0,01.01.2009 07:50:00,temperatura,-8.13
59,59.0,59.0,59.0,01.01.2009 07:50:00,densidad,1311.63
60,60.0,60.0,60.0,01.01.2009 08:00:00,temperatura,-8.1
61,61.0,61.0,61.0,01.01.2009 08:00:00,densidad,1311.65
62,62.0,62.0,62.0,01.01.2009 08:10:00,temperatura,-8.14
63,63.0,63.0,63.0,01.01.2009 08:10:00,densidad,1311.98
64,64.0,64.0,64.0,01.01.2009 08:20:00,temperatura,-8.06
65,65.0,65.0,65.0,01.01.2009 08:20:00,densidad,1311.66
66,66.0,66.0,66.0,01.01.2009 08:30:00,temperatura,-7.95
67,67.0,67.0,67.0,01.01.2009 08:30:00,densidad,1311.26
68,68.0,68.0,68.0,01.01.2009 08:40:00,temperatura,-7.74
69,69.0,69.0,69.0,01.01.2009 08:40:00,densidad,1310.21
70,70.0,70.0,70.0,01.01.2009 08:50:00,temperatura,-7.57
71,71.0,71.0,71.0,01.01.2009 08:50:00,densidad,1309.54
72,72.0,72.0,72.0,01.01.2009 09:00:00,temperatura,-7.66
73,73.0,73.0,73.0,01.01.2009 09:00:00,densidad,1310.14
74,74.0,74.0,74.0,01.01.2009 09:10:00,temperatura,-7.71
75,75.0,75.0,75.0,01.01.2009 09:10:00,densidad,1310.51
76,76.0,76.0,76.0,01.01.2009 09:20:00,temperatura,-7.56
77,77.0,77.0,77.0,01.01.2009 09:20:00,densidad,1309.78
78,78.0,78.0,78.0,01.01.2009 09:30:00,temperatura,-7.29
79,79.0,79.0,79.0,01.01.2009 09:30:00,densidad,1308.43
80,80.0,80.0,80.0,01.01.2009 09:40:00,temperatura,-7.15
81,81.0,81.0,81.0,01.01.2009 09:40:00,densidad,1307.9
82,82.0,82.0,82.0,01.01.2009 09:50:00,temperatura,-7.02
83,83.0,83.0,83.0,01.01.2009 09:50:00,densidad,1307.46
84,84.0,84.0,84.0,01.01.2009 10:00:00,temperatura,-7.04
85,85.0,85.0,85.0,01.01.2009 10:00:00,densidad,1307.76
86,86.0,86.0,86.0,01.01.2009 10:10:00,temperatura,-7.03
87,87.0,87.0,87.0,01.01.2009 10:10:00,densidad,1307.91
88,88.0,88.0,88.0,01.01.2009 10:20:00,temperatura,-7.15
89,89.0,89.0,89.0,01.01.2009 10:20:00,densidad,1308.67
90,90.0,90.0,90.0,01.01.2009 10:30:00,temperatura,-7.26
91,91.0,91.0,91.0,01.01.2009 10:30:00,densidad,1309.41
92,92.0,92.0,92.0,01.01.2009 10:40:00,temperatura,-7.34
93,93.0,93.0,93.0,01.01.2009 10:40:00,densidad,1309.96
94,94.0,94.0,94.0,01.01.2009 10:50:00,temperatura,-7.35
95,95.0,95.0,95.0,01.01.2009 10:50:00,densidad,1310.07
96,96.0,96.0,96.0,01.01.2009 11:00:00,temperatura,-7.41
97,97.0,97.0,97.0,01.01.2009 11:00:00,densidad,1310.43
98,98.0,98.0,98.0,01.01.2009 11:10:00,temperatura,-7.48
99,99.0,99.0,99.0,01.01.2009 11:10:00,densidad,1310.71
100,100.0,100.0,100.0,01.01.2009 11:20:00,temperatura,-7.38
101,101.0,101.0,101.0,01.01.2009 11:20:00,densidad,1310.1
102,102.0,102.0,102.0,01.01.2009 11:30:00,temperatura,-7.21
103,103.0,103.0,103.0,01.01.2009 11:30:00,densidad,1309.08
104,104.0,104.0,104.0,01.01.2009 11:40:00,temperatura,-7.16
105,105.0,105.0,105.0,01.01.2009 11:40:00,densidad,1308.69
106,106.0,106.0,106.0,01.01.2009 11:50:00,temperatura,-7.03
107,107.0,107.0,107.0,01.01.2009 11:50:00,densidad,1307.86
108,108.0,108.0,108.0,01.01.2009 12:00:00,temperatura,-6.87
109,109.0,109.0,109.0,01.01.2009 12:00:00,densidad,1306.98
110,110.0,110.0,110.0,01.01.2009 12:10:00,temperatura,-6.77
111,111.0,111.0,111.0,01.01.2009 12:10:00,densidad,1306.33
112,112.0,112.0,112.0,01.01.2009 12:20:00,temperatura,-6.7
113,113.0,113.0,113.0,01.01.2009 12:20:00,densidad,1305.97
114,114.0,114.0,114.0,01.01.2009 12:30:00,temperatura,-6.61
115,115.0,115.0,115.0,01.01.2009 12:30:00,densidad,1305.44
116,116.0,116.0,116.0,01.01.2009 12:40:00,temperatura,-6.51
117,117.0,117.0,117.0,01.01.2009 12:40:00,densidad,1304.79
118,118.0,118.0,118.0,01.01.2009 12:50:00,temperatura,-6.21
119,119.0,119.0,119.0,01.01.2009 12:50:00,densidad,1303.28
120,120.0,120.0,120.0,01.01.2009 13:00:00,temperatura,-5.89
121,121.0,121.0,121.0,01.01.2009 13:00:00,densidad,1301.73
122,122.0,122.0,122.0,01.01.2009 13:10:00,temperatura,-5.83
123,123.0,123.0,123.0,01.01.2009 13:10:00,densidad,1301.38
124,124.0,124.0,124.0,01.01.2009 13:20:00,temperatura,-5.76
125,125.0,125.0,125.0,01.01.2009 13:20:00,densidad,1301.0
126,126.0,126.0,126.0,01.01.2009 13:30:00,temperatura,-5.9
127,127.0,127.0,127.0,01.01.2009 13:30:00,densidad,1301.76
128,128.0,128.0,128.0,01.01.2009 13:40:00,temperatura,-5.97
129,129.0,129.0,129.0,01.01.2009 13:40:00,densidad,1301.94
130,130.0,130.0,130.0,01.01.2009 13:50:00,temperatura,-5.88
131,131.0,131.0,131.0,01.01.2009 13:50:00,densidad,1301.37
132,132.0,132.0,132.0,01.01.2009 14:00:00,temperatura,-5.94
133,133.0,133.0,133.0,01.01.2009 14:00:00,densidad,1301.67
134,134.0,134.0,134.0,01.01.2009 14:10:00,temperatura,-5.84
135,135.0,135.0,135.0,01.01.2009 14:10:00,densidad,1301.17
136,136.0,136.0,136.0,01.01.2009 14:20:00,temperatura,-5.76
137,137.0,137.0,137.0,01.01.2009 14:20:00,densidad,1300.77
138,138.0,138.0,138.0,01.01.2009 14:30:00,temperatura,-5.75
139,139.0,139.0,139.0,01.01.2009 14:30:00,densidad,1300.69
140,140.0,140.0,140.0,01.01.2009 14:40:00,temperatura,-5.76
141,141.0,141.0,141.0,01.01.2009 14:40:00,densidad,1300.77
142,142.0,142.0,142.0,01.01.2009 14:50:00,temperatura,-5.73
143,143.0,143.0,143.0,01.01.2009 14:50:00,densidad,1300.61
144,144.0,144.0,144.0,01.01.2009 15:00:00,temperatura,-5.69
145,145.0,145.0,145.0,01.01.2009 15:00:00,densidad,1300.51
146,146.0,146.0,146.0,01.01.2009 15:10:00,temperatura,-5.53
147,147.0,147.0,147.0,01.01.2009 15:10:00,densidad,1299.83
148,148.0,148.0,148.0,01.01.2009 15:20:00,temperatura,-5.57
149,149.0,149.0,149.0,01.01.2009 15:20:00,densidad,1300.14
150,150.0,150.0,150.0,01.01.2009 15:30:00,temperatura,-5.43
151,151.0,151.0,151.0,01.01.2009 15:30:00,densidad,1299.4
152,152.0,152.0,152.0,01.01.2009 15:40:00,temperatura,-5.32
153,153.0,153.0,153.0,01.01.2009 15:40:00,densidad,1298.82
154,154.0,154.0,154.0,01.01.2009 15:50:00,temperatura,-5.36
155,155.0,155.0,155.0,01.01.2009 15:50:00,densidad,1298.95
156,156.0,156.0,156.0,01.01.2009 16:00:00,temperatura,-5.4
157,157.0,157.0,157.0,01.01.2009 16:00:00,densidad,1299.17
158,158.0,158.0,158.0,01.01.2009 16:10:00,temperatura,-5.31
159,159.0,159.0,159.0,01.01.2009 16:10:00,densidad,1298.81
160,160.0,160.0,160.0,01.01.2009 16:20:00,temperatura,-5.28
161,161.0,161.0,161.0,01.01.2009 16:20:00,densidad,1298.69
162,162.0,162.0,162.0,01.01.2009 16:30:00,temperatura,-5.32
163,163.0,163.0,163.0,01.01.2009 16:30:00,densidad,1298.96
164,164.0,164.0,164.0,01.01.2009 16:40:00,temperatura,-5.29
165,165.0,165.0,165.0,01.01.2009 16:40:00,densidad,1298.87
166,166.0,166.0,166.0,01.01.2009 16:50:00,temperatura,-5.33
167,167.0,167.0,167.0,01.01.2009 16:50:00,densidad,1299.04
168,168.0,168.0,168.0,01.01.2009 17:00:00,temperatura,-5.37
169,169.0,169.0,169.0,01.01.2009 17:00:00,densidad,1299.27
170,170.0,170.0,170.0,01.01.2009 17:10:00,temperatura,-5.43
171,171.0,171.0,171.0,01.01.2009 17:10:00,densidad,1299.6
172,172.0,172.0,172.0,01.01.2009 17:20:00,temperatura,-5.28
173,173.0,173.0,173.0,01.01.2009 17:20:00,densidad,1298.87
174,174.0,174.0,174.0,01.01.2009 17:30:00,temperatura,-5.21
175,175.0,175.0,175.0,01.01.2009 17:30:00,densidad,1298.51
176,176.0,176.0,176.0,01.01.2009 17:40:00,temperatura,-5.21
177,177.0,177.0,177.0,01.01.2009 17:40:00,densidad,1298.52
178,178.0,178.0,178.0,01.01.2009 17:50:00,temperatura,-5.24
179,179.0,179.0,179.0,01.01.2009 17:50:00,densidad,1298.65
180,180.0,180.0,180.0,01.01.2009 18:00:00,temperatura,-5.25
181,181.0,181.0,181.0,01.01.2009 18:00:00,densidad,1298.68
182,182.0,182.0,182.0,01.01.2009 18:10:00,temperatura,-5.16
183,183.0,183.0,183.0,01.01.2009 18:10:00,densidad,1298.21
184,184.0,184.0,184.0,01.01.2009 18:20:00,temperatura,-5.12
185,185.0,185.0,185.0,01.01.2009 18:20:00,densidad,1297.91
186,186.0,186.0,186.0,01.01.2009 18:30:00,temperatura,-5.04
187,187.0,187.0,187.0,01.01.2009 18:30:00,densidad,1297.56
188,188.0,188.0,188.0,01.01.2009 18:40:00,temperatura,-5.01
189,189.0,189.0,189.0,01.01.2009 18:40:00,densidad,1297.55
190,190.0,190.0,190.0,01.01.2009 18:50:00,temperatura,-5.12
191,191.0,191.0,191.0,01.01.2009 18:50:00,densidad,1298.15
192,192.0,192.0,192.0,01.01.2009 19:00:00,temperatura,-5.11
193,193.0,193.0,193.0,01.01.2009 19:00:00,densidad,1298.07
194,194.0,194.0,194.0,01.01.2009 19:10:00,temperatura,-4.9
195,195.0,195.0,195.0,01.01.2009 19:10:00,densidad,1297.1
196,196.0,196.0,196.0,01.01.2009 19:20:00,temperatura,-4.86
197,197.0,197.0,197.0,01.01.2009 19:20:00,densidad,1296.82
198,198.0,198.0,198.0,01.01.2009 19:30:00,temperatura,-4.9
199,199.0,199.0,199.0,01.01.2009 19:30:00,densidad,1296.97
200,200.0,200.0,200.0,01.01.2009 19:40:00,temperatura,-4.97
201,201.0,201.0,201.0,01.01.2009 19:40:00,densidad,1297.26
202,202.0,202.0,202.0,01.01.2009 19:50:00,temperatura,-4.99
203,203.0,203.0,203.0,01.01.2009 19:50:00,densidad,1297.41
204,204.0,204.0,204.0,01.01.2009 20:00:00,temperatura,-4.9
205,205.0,205.0,205.0,01.01.2009 20:00:00,densidad,1297.05
206,206.0,206.0,206.0,01.01.2009 20:10:00,temperatura,-4.93
207,207.0,207.0,207.0,01.01.2009 20:10:00,densidad,1297.25
208,208.0,208.0,208.0,01.01.2009 20:20:00,temperatura,-4.89
209,209.0,209.0,209.0,01.01.2009 20:20:00,densidad,1296.93
210,210.0,210.0,210.0,01.01.2009 20:30:00,temperatura,-4.93
211,211.0,211.0,211.0,01.01.2009 20:30:00,densidad,1297.13
212,212.0,212.0,212.0,01.01.2009 20:40:00,temperatura,-5.0
213,213.0,213.0,213.0,01.01.2009 20:40:00,densidad,1297.52
214,214.0,214.0,214.0,01.01.2009 20:50:00,temperatura,-4.9
215,215.0,215.0,215.0,01.01.2009 20:50:00,densidad,1297.08
216,216.0,216.0,216.0,01.01.2009 21:00:00,temperatura,-4.8
217,217.0,217.0,217.0,01.01.2009 21:00:00,densidad,1296.45
218,218.0,218.0,218.0,01.01.2009 21:10:00,temperatura,-4.84
219,219.0,219.0,219.0,01.01.2009 21:10:00,densidad,1296.64
220,220.0,220.0,220.0,01.01.2009 21:20:00,temperatura,-4.9
221,221.0,221.0,221.0,01.01.2009 21:20:00,densidad,1296.91
222,222.0,222.0,222.0,01.01.2009 21:30:00,temperatura,-4.86
223,223.0,223.0,223.0,01.01.2009 21:30:00,densidad,1296.63
224,224.0,224.0,224.0,01.01.2009 21:40:00,temperatura,-4.76
225,225.0,225.0,225.0,01.01.2009 21:40:00,densidad,1296.07
226,226.0,226.0,226.0,01.01.2009 21:50:00,temperatura,-4.61
227,227.0,227.0,227.0,01.01.2009 21:50:00,densidad,1295.29
228,228.0,228.0,228.0,01.01.2009 22:00:00,temperatura,-4.5
229,229.0,229.0,229.0,01.01.2009 22:00:00,densidad,1294.72
230,230.0,230.0,230.0,01.01.2009 22:10:00,temperatura,-4.41
231,231.0,231.0,231.0,01.01.2009 22:10:00,densidad,1294.16
232,232.0,232.0,232.0,01.01.2009 22:20:00,temperatura,-4.4
233,233.0,233.0,233.0,01.01.2009 22:20:00,densidad,1294.14
234,234.0,234.0,234.0,01.01.2009 22:30:00,temperatura,-4.32
235,235.0,235.0,235.0,01.01.2009 22:30:00,densidad,1293.65
236,236.0,236.0,236.0,01.01.2009 22:40:00,temperatura,-4.17
237,237.0,237.0,237.0,01.01.2009 22:40:00,densidad,1292.87
238,238.0,238.0,238.0,01.01.2009 22:50:00,temperatura,-4.3
239,239.0,239.0,239.0,01.01.2009 22:50:00,densidad,1293.46
240,240.0,240.0,240.0,01.01.2009 23:00:00,temperatura,-4.47
241,241.0,241.0,241.0,01.01.2009 23:00:00,densidad,1294.29
242,242.0,242.0,242.0,01.01.2009 23:10:00,temperatura,-4.5
243,243.0,243.0,243.0,01.01.2009 23:10:00,densidad,1294.45
244,244.0,244.0,244.0,01.01.2009 23:20:00,temperatura,-4.51
245,245.0,245.0,245.0,01.01.2009 23:20:00,densidad,1294.5
246,246.0,246.0,246.0,01.01.2009 23:30:00,temperatura,-4.33
247,247.0,247.0,247.0,01.01.2009 23:30:00,densidad,1293.6
248,248.0,248.0,248.0,01.01.2009 23:40:00,temperatura,-4.33
249,249.0,249.0,249.0,01.01.2009 23:40:00,densidad,1293.47
250,250.0,250.0,250.0,01.01.2009 23:50:00,temperatura,-4.58
251,251.0,251.0,251.0,01.01.2009 23:50:00,densidad,1294.65
252,252.0,252.0,252.0,02.01.2009 00:00:00,temperatura,-4.54
253,253.0,253.0,253.0,02.01.2009 00:00:00,densidad,1294.33
254,254.0,254.0,254.0,02.01.2009 00:10:00,temperatura,-4.6
255,255.0,255.0,255.0,02.01.2009 00:10:00,densidad,1294.58
256,256.0,256.0,256.0,02.01.2009 00:20:00,temperatura,-4.67
257,257.0,257.0,257.0,02.01.2009 00:20:00,densidad,1294.91
258,258.0,258.0,258.0,02.01.2009 00:30:00,temperatura,-4.66
259,259.0,259.0,259.0,02.01.2009 00:30:00,densidad,1294.89
260,260.0,260.0,260.0,02.01.2009 00:40:00,temperatura,-4.55
261,261.0,261.0,261.0,02.01.2009 00:40:00,densidad,1294.22
262,262.0,262.0,262.0,02.01.2009 00:50:00,temperatura,-4.43
263,263.0,263.0,263.0,02.01.2009 00:50:00,densidad,1293.56
264,264.0,264.0,264.0,02.01.2009 01:00:00,temperatura,-4.44
265,265.0,265.0,265.0,02.01.2009 01:00:00,densidad,1293.47
266,266.0,266.0,266.0,02.01.2009 01:10:00,temperatura,-4.39
267,267.0,267.0,267.0,02.01.2009 01:10:00,densidad,1293.22
268,268.0,268.0,268.0,02.01.2009 01:20:00,temperatura,-4.4
269,269.0,269.0,269.0,02.01.2009 01:20:00,densidad,1293.11
270,270.0,270.0,270.0,02.01.2009 01:30:00,temperatura,-4.4
271,271.0,271.0,271.0,02.01.2009 01:30:00,densidad,1293.08
272,272.0,272.0,272.0,02.01.2009 01:40:00,temperatura,-4.31
273,273.0,273.0,273.0,02.01.2009 01:40:00,densidad,1292.49
274,274.0,274.0,274.0,02.01.2009 01:50:00,temperatura,-4.26
275,275.0,275.0,275.0,02.01.2009 01:50:00,densidad,1292.14
276,276.0,276.0,276.0,02.01.2009 02:00:00,temperatura,-4.29
277,277.0,277.0,277.0,02.01.2009 02:00:00,densidad,1292.22
278,278.0,278.0,278.0,02.01.2009 02:10:00,temperatura,-4.26
279,279.0,279.0,279.0,02.01.2009 02:10:00,densidad,1292.03
280,280.0,280.0,280.0,02.01.2009 02:20:00,temperatura,-4.27
281,281.0,281.0,281.0,02.01.2009 02:20:00,densidad,1291.94
282,282.0,282.0,282.0,02.01.2009 02:30:00,temperatura,-4.3
283,283.0,283.0,283.0,02.01.2009 02:30:00,densidad,1292.11
284,284.0,284.0,284.0,02.01.2009 02:40:00,temperatura,-4.32
285,285.0,285.0,285.0,02.01.2009 02:40:00,densidad,1292.15
286,286.0,286.0,286.0,02.01.2009 02:50:00,temperatura,-4.39
287,287.0,287.0,287.0,02.01.2009 02:50:00,densidad,1292.43
288,288.0,288.0,288.0,02.01.2009 03:00:00,temperatura,-4.45
289,289.0,289.0,289.0,02.01.2009 03:00:00,densidad,1292.69
290,290.0,290.0,290.0,02.01.2009 03:10:00,temperatura,-4.5
291,291.0,291.0,291.0,02.01.2009 03:10:00,densidad,1292.9
292,292.0,292.0,292.0,02.01.2009 03:20:00,temperatura,-4.48
293,293.0,293.0,293.0,02.01.2009 03:20:00,densidad,1292.66
294,294.0,294.0,294.0,02.01.2009 03:30:00,temperatura,-4.43
295,295.0,295.0,295.0,02.01.2009 03:30:00,densidad,1292.34
296,296.0,296.0,296.0,02.01.2009 03:40:00,temperatura,-4.33
297,297.0,297.0,297.0,02.01.2009 03:40:00,densidad,1291.75
298,298.0,298.0,298.0,02.01.2009 03:50:00,temperatura,-4.41
299,299.0,299.0,299.0,02.01.2009 03:50:00,densidad,1292.1
300,300.0,300.0,300.0,02.01.2009 04:00:00,temperatura,-4.58
301,301.0,301.0,301.0,02.01.2009 04:00:00,densidad,1292.83
302,302.0,302.0,302.0,02.01.2009 04:10:00,temperatura,-4.63
303,303.0,303.0,303.0,02.01.2009 04:10:00,densidad,1293.05
304,304.0,304.0,304.0,02.01.2009 04:20:00,temperatura,-4.63
305,305.0,305.0,305.0,02.01.2009 04:20:00,densidad,1292.8
306,306.0,306.0,306.0,02.01.2009 04:30:00,temperatura,-4.74
307,307.0,307.0,307.0,02.01.2009 04:30:00,densidad,1293.15
308,308.0,308.0,308.0,02.01.2009 04:40:00,temperatura,-4.86
309,309.0,309.0,309.0,02.01.2009 04:40:00,densidad,1293.84
310,310.0,310.0,310.0,02.01.2009 04:50:00,temperatura,-4.97
311,311.0,311.0,311.0,02.01.2009 04:50:00,densidad,1294.44
312,312.0,312.0,312.0,02.01.2009 05:00:00,temperatura,-4.96
313,313.0,313.0,313.0,02.01.2009 05:00:00,densidad,1294.44
314,314.0,314.0,314.0,02.01.2009 05:10:00,temperatura,-4.94
315,315.0,315.0,315.0,02.01.2009 05:10:00,densidad,1294.48
316,316.0,316.0,316.0,02.01.2009 05:20:00,temperatura,-4.78
317,317.0,317.0,317.0,02.01.2009 05:20:00,densidad,1293.66
318,318.0,318.0,318.0,02.01.2009 05:30:00,temperatura,-4.63
319,319.0,319.0,319.0,02.01.2009 05:30:00,densidad,1292.8
320,320.0,320.0,320.0,02.01.2009 05:40:00,temperatura,-4.64
321,321.0,321.0,321.0,02.01.2009 05:40:00,densidad,1292.73
322,322.0,322.0,322.0,02.01.2009 05:50:00,temperatura,-4.67
323,323.0,323.0,323.0,02.01.2009 05:50:00,densidad,1292.78
324,324.0,324.0,324.0,02.01.2009 06:00:00,temperatura,-4.43
325,325.0,325.0,325.0,02.01.2009 06:00:00,densidad,1291.66
326,326.0,326.0,326.0,02.01.2009 06:10:00,temperatura,-4.38
327,327.0,327.0,327.0,02.01.2009 06:10:00,densidad,1291.55
328,328.0,328.0,328.0,02.01.2009 06:20:00,temperatura,-4.32
329,329.0,329.0,329.0,02.01.2009 06:20:00,densidad,1291.31
330,330.0,330.0,330.0,02.01.2009 06:30:00,temperatura,-4.25
331,331.0,331.0,331.0,02.01.2009 06:30:00,densidad,1291.03
332,332.0,332.0,332.0,02.01.2009 06:40:00,temperatura,-4.16
333,333.0,333.0,333.0,02.01.2009 06:40:00,densidad,1290.61
334,334.0,334.0,334.0,02.01.2009 06:50:00,temperatura,-4.26
335,335.0,335.0,335.0,02.01.2009 06:50:00,densidad,1291.06
336,336.0,336.0,336.0,02.01.2009 07:00:00,temperatura,-4.28
337,337.0,337.0,337.0,02.01.2009 07:00:00,densidad,1291.15
338,338.0,338.0,338.0,02.01.2009 07:10:00,temperatura,-4.34
339,339.0,339.0,339.0,02.01.2009 07:10:00,densidad,1291.5
340,340.0,340.0,340.0,02.01.2009 07:20:00,temperatura,-4.37
341,341.0,341.0,341.0,02.01.2009 07:20:00,densidad,1291.62
342,342.0,342.0,342.0,02.01.2009 07:30:00,temperatura,-4.33
343,343.0,343.0,343.0,02.01.2009 07:30:00,densidad,1291.44
344,344.0,344.0,344.0,02.01.2009 07:40:00,temperatura,-4.43
345,345.0,345.0,345.0,02.01.2009 07:40:00,densidad,1291.91
346,346.0,346.0,346.0,02.01.2009 07:50:00,temperatura,-4.39
347,347.0,347.0,347.0,02.01.2009 07:50:00,densidad,1291.73
348,348.0,348.0,348.0,02.01.2009 08:00:00,temperatura,-4.33
349,349.0,349.0,349.0,02.01.2009 08:00:00,densidad,1291.44
350,350.0,350.0,350.0,02.01.2009 08:10:00,temperatura,-4.37
351,351.0,351.0,351.0,02.01.2009 08:10:00,densidad,1291.52
352,352.0,352.0,352.0,02.01.2009 08:20:00,temperatura,-4.31
353,353.0,353.0,353.0,02.01.2009 08:20:00,densidad,1291.24
354,354.0,354.0,354.0,02.01.2009 08:30:00,temperatura,-4.3
355,355.0,355.0,355.0,02.01.2009 08:30:00,densidad,1291.24
356,356.0,356.0,356.0,02.01.2009 08:40:00,temperatura,-4.24
357,357.0,357.0,357.0,02.01.2009 08:40:00,densidad,1291.14
358,358.0,358.0,358.0,02.01.2009 08:50:00,temperatura,-4.17
359,359.0,359.0,359.0,02.01.2009 08:50:00,densidad,1290.83
360,360.0,360.0,360.0,02.01.2009 09:00:00,temperatura,-4.13
361,361.0,361.0,361.0,02.01.2009 09:00:00,densidad,1290.68
362,362.0,362.0,362.0,02.01.2009 09:10:00,temperatura,-4.07
363,363.0,363.0,363.0,02.01.2009 09:10:00,densidad,1290.42
364,364.0,364.0,364.0,02.01.2009 09:20:00,temperatura,-3.95
365,365.0,365.0,365.0,02.01.2009 09:20:00,densidad,1289.96
366,366.0,366.0,366.0,02.01.2009 09:30:00,temperatura,-3.9
367,367.0,367.0,367.0,02.01.2009 09:30:00,densidad,1289.77
368,368.0,368.0,368.0,02.01.2009 09:40:00,temperatura,-3.9
369,369.0,369.0,369.0,02.01.2009 09:40:00,densidad,1289.86
370,370.0,370.0,370.0,02.01.2009 09:50:00,temperatura,-3.92
371,371.0,371.0,371.0,02.01.2009 09:50:00,densidad,1289.99
372,372.0,372.0,372.0,02.01.2009 10:00:00,temperatura,-3.93
373,373.0,373.0,373.0,02.01.2009 10:00:00,densidad,1290.1
374,374.0,374.0,374.0,02.01.2009 10:10:00,temperatura,-3.97
375,375.0,375.0,375.0,02.01.2009 10:10:00,densidad,1290.45
376,376.0,376.0,376.0,02.01.2009 10:20:00,temperatura,-3.93
377,377.0,377.0,377.0,02.01.2009 10:20:00,densidad,1290.35
378,378.0,378.0,378.0,02.01.2009 10:30:00,temperatura,-3.9
379,379.0,379.0,379.0,02.01.2009 10:30:00,densidad,1290.2
380,380.0,380.0,380.0,02.01.2009 10:40:00,temperatura,-3.87
